井冈山市博达公路施工有限公司
宿州市卓富建筑安装工程有限公司
宿州市绿之春建筑劳务有限公司
宿州市恒泰建筑工程有限公司
宿州市第八建筑安装工程有限公司
安徽科盛建筑安装工程有限公司
安徽宿州明辉电力工程有限公司
宿州市五星轻钢结构工程有限公司
宿州市南方建设有限公司
安徽同创建筑装饰工程有限公司
安徽省新澜路桥工程有限公司
安徽荣光建设科技有限公司
砀山恒山建筑工程有限公司
安徽千弘建设工程项目管理有限公司
安徽腾宇建设科技有限公司
砀山县水利勘测设计室
砀山县建筑材料试验室
安徽乾顺工程项目管理有限公司
安徽耀宏建材有限公司
砀山梨都电力实业有限公司
安徽晟佳建筑工程有限公司
安徽鑫大建设有限公司
安徽恒宇工程建设有限公司
安徽晟嘉建设管理有限公司
无锡市盛达建筑安装工程有限公司
江苏省建设集团有限公司
浙江长兴天工建设有限公司
河南省立厦防水防腐工程有限公司
上海致同建筑装饰工程有限公司
浙江日昇建设有限公司
中国海诚工程科技股份有限公司
淮安市长城建设工程有限公司
浙江金泉建设有限公司
大冶建工集团有限责任公司
雄宇重工集团股份有限公司
江苏帝武建设有限公司
曲阜市三孔古建筑工程管理处
砀山中善建筑工程有限公司
安徽乾正建设工程咨询有限公司
安徽碧天工程项目管理有限公司
安徽万亨建筑工程有限公司
安徽乾正建设科技集团园林绿化有限公司
砀山鼎琦建筑劳务有限公司
安徽恒宝建筑工程有限公司
安徽瀚达水利工程有限公司
砀山阳光电力工程维修有限公司
安徽翰阳水利工程有限公司
宿州银润建筑安装工程有限公司
安徽昊腾建筑劳务有限公司
安徽泽通建筑工程有限公司
安徽耐得电力工程有限公司
砀山永逸建筑工程有限公司
江苏飞翔体育设施有限公司
南京弘宁建筑工程有限公司
河北时益电力承装工程有限公司
徐州市天马建筑工程有限公司
无锡市现代钢结构工程有限公司
河北鸿翔建工集团有限责任公司
中船重工（武汉）凌久高科有限公司
浙江宏立控股集团有限公司
浙江巨星建设集团有限公司
无锡照明股份有限公司
北京城建九建设工程有限公司
中铁四局集团第二工程有限公司
安徽祥乐建筑劳务有限公司
安徽双杰建筑工程有限公司
砀山县康泉建筑劳务有限公司
安徽良顺建设有限公司
安徽省利民路桥集团有限责任公司
安徽省砀山通达路桥有限公司
安徽省砀山鑫业建筑工程有限公司
安徽建铭建筑安装工程有限公司
砀山县宇顺建筑安装工程有限公司
安徽亿源电力工程有限公司
安徽省砀山第一建筑有限公司
安徽省砀山恒通路桥有限公司
砀山县诚信建筑有限公司
砀山县东立建筑劳务有限公司
砀山伟业建筑劳务有限公司
重庆庆华建设工程有限公司
浙江祥生建设工程有限公司
江苏苏南建设集团有限公司
山东电力建设第二工程公司
中铁中城工程有限公司
杭州兴诚建筑劳务有限公司
浙江宁腾建设有限公司
浙江中德钢结构制造有限公司
浙江汇经建设有限公司
北京首钢矿山建设工程有限责任公司
宁波海裕建设工程有限公司
北京中建智能建筑系统集成有限公司
安徽省宝鼎建设科技工程有限公司
砀山县亿嘉园建筑有限公司
砀山通德建设工程有限公司
砀山康达路桥有限公司
安徽砀山明城建筑有限公司
乾正建设科技集团有限公司
安徽建源建筑有限公司
安徽省恒升建筑工程有限责任公司
安徽省龙鑫建设科技有限公司
安徽省砀山建筑安装工程总公司
宿州市发浩脚手架安装服务有限公司
宿州市望达建筑劳务有限公司
砀山县建功混凝土有限公司
安徽省万华路桥工程有限公司
安徽建昌建设科技有限公司
江苏新景源建设集团有限责任公司
江苏飞龙装饰工程有限公司
南京市高淳宏达木地板装璜有限公司
江苏百力幕墙装饰工程有限公司
山东华泰型钢有限公司
浙江中梁建设有限公司
江西省腾翔建设有限公司
凌志环保股份有限公司
江苏翔森建设工程有限公司
江苏阳天钢结构工程有限公司
中国石油天然气第一建设有限公司
浙江省环境工程有限公司
安徽伟能建设科技有限公司
安徽地之泰建设科技有限公司
萧县鑫河混凝土有限公司
萧县鸿运混凝土有限公司
安徽省萧县建筑装璜公司
萧县东升公路工程有限公司
安徽省龙翔建筑安装有限责任公司
安徽热化工程建设有限责任公司
安徽昱兴工程建设有限公司
安徽省金凯丽装饰工程有限公司
安徽相北建材有限责任公司
萧县皖龙建安有限公司
安徽省振兴建筑防腐工程有限公司
安徽弘盛建筑工程有限公司
安徽省萧县龙城建筑安装有限责任公司
南京振高建设有限公司
上海振刚建设实业有限公司
上海弘韬建设发展有限公司
江苏登达建设有限公司
国厦建设有限公司
江苏智尧建设工程有限公司
华北水利水电工程集团有限公司
杭州鑫华建筑劳务承包有限公司
浙江长虹建设工程有限公司
山东蓬建建工集团有限公司
安徽省建安防腐工程公司
安徽省萧县第一防腐工程公司
安徽省防腐工程总公司
安徽省淮海工程科技有限公司
安徽同利防腐安装总公司
安徽陇海建设有限公司
安徽索凯特建设工程有限公司
安徽申达建设工程有限公司
安徽誉都建设工程有限公司
安徽圣祥建筑劳务有限公司
宿州义德劳务有限公司
安徽惠鸿劳务有限公司
安徽科宇建筑工程有限公司
萧县柱石劳务有限公司
安徽省嘉威建设工程有限公司
湖北田源建设工程有限公司
上海正基建设工程有限公司
江苏久诚建筑工程有限公司
浙江宏曙建设有限公司
福建省工业设备安装有限公司
山东远东伟业（集团）有限公司
江苏同力建设工程有限公司
徐州金穑嘉源建设有限公司
浙江德泰建设有限公司
湖北省工业建筑总承包集团第三建筑工程公司
江苏天宇建设集团有限公司
安徽宏瑞交通安全设施有限公司
安徽龙投建设项目管理有限公司
萧县国宇劳务有限公司
萧县永恒建设监理事务所
萧县实科建筑工程质量检测有限公司
安徽省萧县圆慧装饰装修工程有限公司
安徽康盛建筑工程有限公司
萧县运通公路养护工程有限公司
萧县华强混凝土制品有限公司
萧县龙海脚手架有限公司
安徽嘉晟企业管理有限公司
安徽永翔环保工程有限公司
宿州市明珠建筑劳务有限公司
安徽君和建筑安装工程有限公司
安徽省邦丞建筑工程有限公司
浙江广盛环境建设集团有限公司
江西省海龙建设工程有限公司
安阳建设（集团）有限责任公司
中持水务股份有限公司
江苏先腾建设集团有限公司
四川港通医疗设备集团股份有限公司
嘉兴市华东建设机械有限公司
江西赣水建设集团有限公司
上海运松建筑劳务有限公司
大立建设集团有限公司
绍兴市水联建设工程有限责任公司
上海杰思工程实业有限公司
安徽省惠星化建工程有限公司
安徽省宜政建筑工程有限公司
萧县巨人混凝土有限公司
萧县天工建筑有限公司
安徽绿原建设工程有限公司
萧县恒通通信工程有限公司
萧县艺枫建设工程有限公司
安徽明辉电力工程有限公司
安徽鑫淼建筑工程有限责任公司
萧县阳光电力维修工程有限责任公司
安徽明睿建设工程有限公司
安徽永圣建筑工程有限公司
安徽省淮海人力资源有限公司
萧县明源电力工程有限公司
安徽省巨宇建筑劳务有限公司
南京体育学院场地建设工程处
江苏住友建设有限公司
重庆市园林建筑工程（集团）股份有限公司
成都联帮氧气工程有限公司
天津市华方幕墙装饰工程有限公司
徐州天行盛建设有限公司
江苏万晙建设有限公司
昆山市蓬诚建设安装工程有限公司
江苏锦池装饰设计工程有限公司
盐城市苏厦建设工程劳务有限公司
珠海和佳医疗设备股份有限公司
江苏省奥建艺术装璜有限责任公司
江苏天茂建设股份有限公司
萧县宏顺建筑工程有限公司
安徽祥胤建筑工程有限公司
安徽龙圣建筑工程有限公司
萧县锦鸿建设工程有限公司
安徽鼎响建筑工程有限公司
安徽省陶宇劳务有限公司
安徽省萧县中圣建筑工程有限公司
萧县兴业劳务有限公司
安徽省宿州市国建路桥工程有限公司
安徽省萧县宇博路桥工程劳务有限责任公司
萧县胜利建筑工程有限公司
安徽省萧县龙马建筑安装有限公司
安徽省腾誉建筑材料有限公司
萧县恒发建筑安装工程有限公司
萧县良宇混凝土有限责任公司
中城建第三工程局集团有限责任公司
中匠园林建设有限公司
华容县建筑工程总公司
云程环境建设集团有限公司
上海金厦建筑安装工程有限公司
上海马陆市政工程有限责任公司
浙江广天建设有限公司
南京熊猫信息产业有限公司
杭州华东钢结构制造有限公司
中天建设集团浙江安装工程有限公司
江苏鑫雄建设有限公司
南通市阜源市政工程有限公司
扬州市国光照明电器有限公司
百盛联合建设集团有限公司
萧县源航建筑工程有限公司
鞍山市鑫堉异型材门窗有限公司
萧县中兴混凝土有限公司
萧县豪杰建筑工程有限责任公司
北京崇建工程有限公司
安徽省双益建筑工程有限公司
安徽瑞海市政工程有限公司
江苏精享裕建工有限公司
安徽拓欧建设集团有限公司
安徽中河建设有限公司
安徽格瑞恩园林工程有限公司
徐州苏星建设工程有限公司
安徽省萧县路桥公司
中交一航局第四工程有限公司
安徽省萧县工程建设公司
安徽省萧县工程建设总公司
安徽省宏渤安装防腐有限公司
萧县华特混凝土制品有限公司
灵璧县中发建筑工程有限公司
宿州市润安建设工程有限责任公司
中铁十六局集团第三工程有限公司
烟台冰科医疗科技有限公司
上海同吉建筑工程设计有限公司
张家港市后塍建筑安装工程有限公司
杭州汇鸿建设有限公司
山东友联工程有限公司
北京中科软件有限公司
湖南湘达路桥建设有限公司
武汉祥平安体育设施有限公司
江苏惠淳建设有限公司
金华利安起重设备安装有限公司
宿州市诚达建筑劳务有限公司
灵璧县磬云建设监理有限责任公司
灵璧县建科工程质量检测中心
安徽金山科技有限公司
宿州市大成建筑工程有限公司
安徽荣祥建筑劳务有限公司
安徽鼎新工程咨询有限公司
安徽军峰装饰工程有限责任公司
安徽灵璧圣和机电工程有限公司
宿州鸿骏建筑劳务有限公司
灵璧县磊峰建筑劳务有限公司
灵璧县龙腾市政建筑安装有限公司
灵璧县阳光电力维修工程有限责任公司
灵璧圣坤混凝土有限公司
安徽朝纲劳务有限公司
宜兴市东广工程建设有限公司
辽宁奥林体育建筑工程有限公司
江苏恒春建设工程有限公司
沈阳北方建设股份有限公司
浙江方汇建筑工程有限公司
北京华体体育场馆施工有限责任公司
重庆建工第一市政工程有限责任公司
安徽全安建筑工程有限公司
宿州飞捷建设工程有限公司
安徽晟鑫电力建设工程有限公司
安徽上华建筑装饰工程有限公司
灵璧县恒辉建筑工程有限公司
灵璧县德信装饰有限公司
宿州市科建建筑工程有限公司
安徽诚盛建筑工程有限公司
安徽中胜建设集团有限公司
灵璧县渔沟建筑有限责任公司
安徽远发建筑工程有限公司
安徽薄国建设集团有限公司
安徽华喆建设工程有限公司
灵璧县聚力混凝土有限公司
宿州众泰建筑工程有限公司
江苏新源源电力建设实业有限公司
南京华彤市政工程有限公司
伟基建设集团有限公司
如皋市建筑安装工程有限公司
中天银都（天津）建设工程有限公司
南通九华建设工程有限公司
凌云环境建设集团有限公司
江苏金建建设集团有限公司
大陆交通建设集团有限公司
常州市天宁市政绿化工程有限公司
通号工程局集团湖南建设工程有限公司
安徽宏建水利建筑工程有限公司
安徽华明电力工程有限公司
安徽磬志建设工程有限公司
灵璧县中楠强力混凝土有限责任公司
安徽省中宇建筑有限公司
安徽国漋建筑有限公司
安徽志达建筑工程有限公司
安徽建厦建筑工程有限公司
安徽朝阳建筑工程有限公司
安徽天鹏工程建设有限公司
安徽中厦建设集团有限公司
安徽中厦建设集团设备安装有限公司
灵璧县建筑工程公司
灵璧县水利水电建筑安装工程有限公司
灵璧县华海电气化实业有限公司
安徽圣泽建筑劳务有限公司
宿州广源建筑工程有限公司
泗县虹宇监理有限责任公司
泗县大地花卉有限公司
泗县建设工程质量检测室
泗县三鑫混凝土有限公司
泗县中联水泥有限公司
安徽广吉路桥工程有限公司
安徽致信电力建设有限公司
安徽省宿州市辰宇建筑安装工程有限公司
泗县江河水利工程建设有限公司
安徽江桥建筑工程有限公司
泗县阳光电力维修工程有限责任公司
泗县汉能诚信电气工程有限公司
泗县龙鑫商砼建材有限公司
杭州天开市政园林工程有限公司
江苏邦成建筑工程有限公司
浙江山口建筑工程有限公司
江西交建工程集团有限公司
江苏捷达交通工程集团有限公司
广西城建建设集团有限公司
上海华艺幕墙系统工程有限公司
中石油燃料油江苏兴能工程建设有限责任公司
浙江省浦江天顺建筑工程有限公司
南京中科水治理股份有限公司
贵州万通环保工程有限公司
浙江宁远建设有限公司
湖南省株洲公路桥梁建设有限公司
苏州基业生态园林股份有限公司
南京汉威体育工程实业有限公司
八方建设集团有限公司
江苏省工业设备安装集团有限公司
云南建工水利水电建设有限公司
恒祥市政园林有限公司
江苏汇鼎建设有限公司
江西龙鹰建筑工程有限公司
浙江天工建设集团有限公司
江苏太湖地基工程有限公司
浙江圣华建设集团有限公司
泗县乐鑫建筑工程有限公司
泗县正源新型材料有限公司
泗县中顺达新型建材有限公司
安徽圣通建筑工程有限公司
安徽省华路路桥工程有限公司
安徽省泗州市政工程有限公司
安徽东方晨光建筑有限公司
安徽康辉建筑工程有限公司
宿州恒安起重设备安装有限公司
安徽淮海建设咨询有限公司
安徽鸿宇建筑安装有限公司
泗县长虹建筑有限责任公司
安徽文武建筑工程有限公司
泗县燕翼建设工程有限公司
安徽兴华建设工程有限公司
安徽省万厦建安（集团）有限公司
泗县通元公路工程有限责任公司
安徽省泗县康通建设工程有限公司
泗县建筑设计室
安徽金翱翔建筑工程有限责任公司
安徽砼鼎新型建材有限公司
泗县三鼎新型建材有限公司
宿州广厦建设（集团）有限公司
安徽省宿州市大营建筑安装有限公司
安徽省泗县第二建筑安装工程公司
泗县建筑安装工程公司
宿州市天工建设工程有限公司
宿州市飞虹建设工程有限公司
泗县虹城建筑有限责任公司
泗县鹏飞建筑工程有限公司
江苏焕鹏建设工程有限公司
天津市华水自来水建设有限公司
浙江同益建设有限公司
江苏鑫泉建设工程有限公司
江苏遂畅建设工程有限公司
沈阳太美银球幕墙钢结构集团有限公司
浙江高新建设有限公司
中国电建市政建设集团有限公司
泰兴市机电设备安装有限公司
鹰潭市旷鼎建筑工程有限责任公司
江西省万利建设工程有限公司
湖南捞刀河建设集团有限公司
上海爱杰建设有限公司
常州市顺修电力安装有限公司
重庆立诚建筑工程设备租赁有限公司
江苏兰馨园林有限公司
天翼园林建设有限公司
路港集团有限公司
南通华天体育设施有限公司
泗县飞龙实力建设有限公司
安徽泗县顺通建筑安装工程有限公司
泗县达利电气化实业有限公司
宿州市津达建材有限公司
宿州瑞宸建筑安装工程有限责任公司
皖创环保股份有限公司
安徽顺泰建筑工程有限公司
安徽景晨建设工程有限公司
六安敦煌建设有限公司
安徽文祥建筑安装工程有限公司
安徽华升建设工程有限公司
安徽荣凯建筑安装工程有限公司
安徽恒东建设工程有限公司
六安长城建筑工程有限公司
六安市鹏程建筑安装工程有限公司
富阳正泰钢结构有限公司
中机中联工程有限公司
江西诚源路桥建设有限公司
江苏绿之源园林建设有限公司
江西省德安县水利水电建筑工程公司
徐州创新园林绿化工程有限公司
浙江杭博市政园林工程有限公司
准信智慧消防股份有限公司
福建建工集团有限责任公司
南京装饰联合有限公司
安徽志源兴业建筑工程有限责任公司
安徽诚源建筑工程有限公司
安徽鼎志建筑工程有限公司
安徽拓启建筑安装工程有限公司
安徽正鸿建筑工程有限公司
安徽恒伟建筑工程有限公司
安徽天恒建筑安装工程有限公司
安徽天昊建设工程有限公司
安徽至先建筑工程有限公司
六安市强盛建筑工程有限公司
安徽省恒鑫建筑工程有限公司
安徽省六安市桃花源建筑装饰工程有限公司
安徽山川建设有限公司
安徽永祥工程建设有限公司
安徽浩瀚建筑安装工程有限责任公司
六安德基建筑工程有限公司
安徽运成建筑安装工程有限责任公司
六安裕鑫建筑工程有限公司
安徽龙海建筑安装工程有限公司
安徽中达建筑安装工程有限公司
安徽宝元建设有限公司
安徽同舜建设有限公司
安徽天成建设有限公司
六安市水利水电工程勘察测绘大队
安徽民富建筑劳务有限公司
安徽六安市金兰建设劳务有限公司
六安市联诚建筑劳务有限公司
六安市裕源建筑劳务有限公司
六安市建华劳务有限责任公司
安徽天源建筑劳务有限公司
浙江经典建筑装饰有限公司
江西省梦远建设有限公司
江西省中兴建筑企业有限公司
南通市交通建设工程有限公司
江苏后肖幕墙装饰有限公司
杭州金溢市政园林工程有限公司
湖南新华联建设工程有限公司
南京领先环保技术有限公司
扬州兴龙电器有限公司
福建中盛建设工程有限公司
黄石华厦建设集团有限公司
上海林天市政建筑工程有限公司
金华市永烨建设劳务有限公司
江苏颐和电力工程有限公司
江苏源通建设工程有限公司
贵州华腾环球建设工程有限公司
江西华龙水利工程建设有限公司
甘肃第五建设集团公司
福建省榕都建设工程有限公司
江苏苏北花卉股份有限公司
六安市恒安建筑劳务有限公司
安徽祥瑞建筑劳务有限公司
安徽鑫成建筑安装工程有限公司
六安市兄弟架业有限责任公司
六安市兴武架业有限公司
六安市振鑫架业有限公司
六安市诚和脚手架有限责任公司
安徽尚宇建筑安装工程有限责任公司
六安创元钢结构有限公司
安徽盛达建设有限公司
安徽惠农建设集团有限公司
六安市劲旅市政建设工程有限责任公司
六安市铭诚市政建设有限公司
安徽省六安市路达市政建设有限公司
安徽永泰建设工程有限公司
六安金鑫建设有限公司
六安东城市政建设有限责任公司
安徽九州地矿建设有限公司
安徽俊杰建设有限公司
六安市中安建设工程有限公司
安徽省洛园建设工程有限公司
六安市碧海装潢有限责任公司
安徽五福全建设集团有限公司
六安市金星建筑装饰工程有限公司
六安市永固管桩建材有限公司
六安市九万里广告装饰有限责任公司
安徽省住友装饰设计工程有限责任公司
六安市刘岳装饰设计工程有限公司
六安市新世纪广告装饰有限责任公司
六安市喜临门装饰设计工程有限责任公司
曲阜远大集团工程有限公司
江苏建投建设有限公司
江西鄱信水利建筑工程有限公司
苏州华城市政景观建设有限公司
靖江市东升拆房挖掘有限公司
南京瀚森建设有限公司
中建五局装饰幕墙有限公司
福建省旭升安装工程有限公司
江西雄基钢构建材有限公司
南通国业建筑劳务有限公司
辽宁国际建设工程集团有限公司
四川省阿尔文建设有限公司
山东省显通安装有限公司
安徽元创建设工程有限公司
六安永发新型建材有限责任公司
六安市五里桥商品混凝土有限公司
六安市黄小桥水泥制品有限公司
六安市天磊混凝土制品有限公司
六安市强驽建设工程有限公司
六安市方圆商砼有限公司
六安环宇混凝土制品有限公司
安徽安瑞建材有限公司
六安豪源砼业有限责任公司
安徽三元建筑工程有限公司
六安市安泰建设有限责任公司
安徽振兴建设有限公司
安徽众建建筑安装工程有限公司
六安市供水工程公司
江苏创天照明科技有限公司
南京祥耀装饰设计工程有限公司
陕西北斗恒星科技发展有限公司
江苏帝成建设集团有限公司
核工业井巷建设集团公司
中铁国际集团有限公司
武夷山顺鑫建设股份有限公司
上海益邦智能技术股份有限公司
江苏三益建设监理有限公司
舟山恒华建筑工程有限公司
河南省佳盛电力工程有限公司
二十一冶建设有限公司
江苏卓伟建设工程有限公司
江苏中建盈科自动化工程有限公司
江苏中天园林建设有限公司
天筑科技股份有限公司
南京速筑建设技术有限公司
中铁十局集团第二工程有限公司
中哲创建科技股份有限公司
江苏天汇环境工程有限公司
安徽华瑞建设集团有限公司
安徽六安市政建设工程有限公司
六安市交通公路实业有限公司
安徽海诚建筑工程有限公司
安徽六安公路桥梁工程有限公司
安徽省六安市水电建筑工程公司
安徽省淠史杭灌区管理总局工程处
安徽建德建设工程有限公司
安徽宇田建筑工程有限公司
六安市精华建筑安装工程有限责任公司
安徽鼎力建筑工程有限公司
皖西都市建筑安装工程有限责任公司
六安明都建筑安装工程公司
安徽耀捷建设工程有限公司
六安市四友建筑劳务有限公司
江苏景天园林建设有限公司
北京政平建设投资集团有限公司
捷成建筑装饰工程有限公司
浙江省东阳市南方建筑工程有限公司
江苏汇能电力工程有限公司
湖北中柱古建园林有限公司
江苏瑞永建设工程技术有限公司
浙江国基建设集团有限公司
北京市日盛达建筑企业集团有限公司
南京科筑建设技术有限公司
江苏联方钢结构工程有限公司
六安市一建劳务有限责任公司
六安市荣和劳务有限公司
六安市光圣建筑劳务工程有限公司
六安市帝置建筑劳务有限公司
六安市鑫鼎建安架业有限公司
六安市昌盛建筑劳务有限责任公司
六安市明达建筑劳务有限公司
六安市传贵建筑安装架业有限公司
六安皋城建筑劳务有限公司
六安通天架业有限公司
六安市皋丰建筑劳务有限公司
六安市伟业建筑劳务有限公司
六安市跨越劳务承包有限公司
六安市明山建筑劳务有限公司
六安市中信建筑劳务有限公司
武汉国方工程科技有限公司
河北省第五建筑工程有限公司
金大陆展览装饰有限公司
湖南省水利水电第一工程有限公司
江苏镇江安装集团有限公司
南京拓展科技有限公司
江苏苏中设备安装集团有限公司
江苏伏特照明集团有限公司
上海新梅建筑科技有限公司
河南亚伟市政工程有限公司
浙江华创智能工程有限公司
湖北美格建筑装饰设计工程有限公司
安徽华新建筑劳务有限责任公司
上海凯胜建筑加固工程有限公司
凯翔集团有限公司
上海志业建筑加固工程有限公司
安徽华升建筑工程劳务有限公司
六安市裕信建筑劳务分包有限责任公司
安徽深安建筑劳务有限公司
六安市华兴建筑劳务有限公司
安徽省六安市志联建筑劳务有限公司
六安金佳建筑工程有限公司
六安宏宇建筑劳务有限公司
安徽省皖西建筑安装工程有限公司
安徽路安州工程建设有限公司
安徽中擎建设发展有限公司
安徽圣红建筑工程有限公司
安徽正行建设有限公司
安徽祥瑞建筑工程有限公司
安徽天裕建设工程有限公司
六安市中兴建设工程有限公司
安徽鼎天建筑工程有限责任公司
六安亚杰建设工程有限责任公司
安徽天都建设工程有限责任公司
安徽耀诚建筑工程有限公司
安徽省皋城建筑工程有限公司
六安天柱建材有限公司
六安华红建材有限公司
安徽六安市政沥青混凝土有限公司
六安市隆盛建筑材料有限公司
安徽六安皖振新型建材有限公司
六安市东升新型建材有限公司
安徽天成建筑材料有限公司
六安市成浩新型建材有限公司
安徽宏顺新型建材有限公司
杭州龙华环境集成系统有限公司
浙江广茂建设有限公司
宜春市交通公路工程建设有限公司
江苏中浩电力工程有限公司
重庆巨能建设（集团）有限公司
江苏继烽建设有限公司
西安华西信息智能工程有限公司
北京城建七建设工程有限公司
浙江鼎固建筑技术有限公司
四川华海建设集团有限公司
武汉天鹏建筑工程有限公司
安徽鑫联彩钢结构有限公司
六安市强盛钢构有限公司
六安市方园钢构有限责任公司
安徽亚华安装工程有限公司
六安市鸿兴建筑工程有限公司
六安中诚岩土工程有限公司
六安恒基建筑设备租赁有限公司
六安市振兴机械设备租赁有限公司
六安明都电力工程有限责任公司
安徽宏盛生态园林工程建设有限公司
安徽国达城建设施科技有限公司
安徽振华光电科技有限公司
安徽淠源水利工程有限公司
六安市永辉建筑装饰工程有限公司
六安市兴业建筑劳务承包有限责任公司
扬州东都建筑安装工程有限公司
江苏省苏科建设技术发展有限公司
杭州固特建筑加固技术工程有限公司
南京澳源建设工程有限公司
常州市华江建筑工程有限公司
江苏苑艺园林建设有限公司
南京博坤建筑工程有限公司
南京秦淮之源建筑安装实业有限公司
上海杰联建设工程有限公司
永城市天朋商品混凝土有限公司
浙江森拓建设工程有限公司
南通启益建设工程劳务有限公司
山东泰安建筑工程有限集团公司
安徽远诚建筑劳务有限公司
六安市华祥建筑劳务工程有限责任公司
六安富成建筑工程劳务有限公司
安徽中淮建设工程有限公司
安徽华工建筑工程有限公司
安徽皋星建筑工程有限公司
安徽华德源建筑工程有限公司
安徽鑫元建筑工程有限责任公司
安徽炎黄建筑工程有限公司
安徽鑫晨建设有限公司
六安市万达公路工程有限责任公司
六安八方建材有限公司
六安恒力架业有限公司
安徽碧疆环保科技有限公司
安徽海波罗建设工程有限公司
中铁十六局集团第五工程有限公司
江苏新奥翔体育工程有限公司
浙江中企实业有限公司
河南省银基建设有限公司
长沙广大建筑装饰有限公司
苏州隆泰电力建设工程有限公司
江西省亿达建设工程有限公司
徐州易点建设有限公司
安徽兴安架业有限公司
安徽金运建筑工程有限公司
安徽鑫昌永盛建筑劳务有限公司
六安市天和工程机械租赁有限公司
六安市腾峰建筑机械有限公司
安徽瑞铜建筑劳务有限公司
六安市鼎盛架业有限公司
六安市永安建筑架业有限公司
安徽丰达建筑劳务有限公司
安徽太鑫幕墙工程有限公司
安徽好德建设有限公司
六安阳光电力维修工程有限责任公司
安徽龙宾架业有限责任公司
安徽业祥建筑机械设备租赁有限公司
六安市慧阳建筑劳务承包有限公司
重庆建安建设（集团）有限公司
济南汇通联合市政工程有限责任公司
婺源县水利水电建筑工程有限公司
豫宏防水防腐工程有限公司
浙江盛昱建设有限公司
湖北广建建筑有限公司
浙江海创建设有限公司
